timestamps,open,high,low,close,volume,amount
2021-01-01,10.0,10.0,10.0,10.0,116.0,1160.0
2021-01-02,9.98797202408965,9.98797202408965,9.98797202408965,9.98797202408965,102.0,1018.7731464571443
2021-01-03,10.416613420456418,10.416613420456418,10.416613420456418,10.416613420456418,100.0,1041.6613420456417
2021-01-04,10.78584766241084,10.78584766241084,10.78584766241084,10.78584766241084,102.0,1100.1564615659056
2021-01-05,11.904393628169743,11.904393628169743,11.904393628169743,11.904393628169743,113.0,1345.196479983181
2021-01-06,11.830085024744585,11.830085024744585,11.830085024744585,11.830085024744585,107.0,1265.8190976476706
2021-01-07,11.935827064464146,11.935827064464146,11.935827064464146,11.935827064464146,114.0,1360.6842853489127
2021-01-08,11.86240662451538,11.86240662451538,11.86240662451538,11.86240662451538,116.0,1376.039168443784
2021-01-09,11.789026414105207,11.789026414105207,11.789026414105207,11.789026414105207,109.0,1285.0038791374675
2021-01-10,11.841245129397125,11.841245129397125,11.841245129397125,11.841245129397125,106.0,1255.1719837160952
2021-01-11,11.510883819827255,11.510883819827255,11.510883819827255,11.510883819827255,111.0,1277.7081040008252
2021-01-12,11.22226259535103,11.22226259535103,11.22226259535103,11.22226259535103,106.0,1189.5598351072092
2021-01-13,11.13658833081881,11.13658833081881,11.13658833081881,11.13658833081881,87.0,968.8831847812365
2021-01-14,10.976305352946367,10.976305352946367,10.976305352946367,10.976305352946367,101.0,1108.606840647583
2021-01-15,11.036825517412444,11.036825517412444,11.036825517412444,11.036825517412444,81.0,893.982866910408
2021-01-16,10.895329428519315,10.895329428519315,10.895329428519315,10.895329428519315,99.0,1078.6376134234122
2021-01-17,10.673232980874653,10.673232980874653,10.673232980874653,10.673232980874653,93.0,992.6106672213427
2021-01-18,10.916419728941829,10.916419728941829,10.916419728941829,10.916419728941829,98.0,1069.8091334362991
2021-01-19,10.888182831810601,10.888182831810601,10.888182831810601,10.888182831810601,105.0,1143.2591973401131
2021-01-20,10.90792226966024,10.90792226966024,10.90792226966024,10.90792226966024,77.0,839.9100147638385
2021-01-21,10.683532970440131,10.683532970440131,10.683532970440131,10.683532970440131,98.0,1046.986231103133
2021-01-22,10.60484083502644,10.60484083502644,10.60484083502644,10.60484083502644,105.0,1113.5082876777763
2021-01-23,10.630969453827692,10.630969453827692,10.630969453827692,10.630969453827692,97.0,1031.2040370212862
2021-01-24,10.455931565943828,10.455931565943828,10.455931565943828,10.455931565943828,99.0,1035.137225028439
2021-01-25,10.523220402735829,10.523220402735829,10.523220402735829,10.523220402735829,106.0,1115.461362689998
2021-01-26,10.436829179311626,10.436829179311626,10.436829179311626,10.436829179311626,97.0,1012.3724303932278
2021-01-27,10.399513275066097,10.399513275066097,10.399513275066097,10.399513275066097,115.0,1195.9440266326012
2021-01-28,10.31397104716253,10.31397104716253,10.31397104716253,10.31397104716253,88.0,907.6294521503027
2021-01-29,10.608787377495,10.608787377495,10.608787377495,10.608787377495,100.0,1060.8787377495
2021-01-30,10.61512656958553,10.61512656958553,10.61512656958553,10.61512656958553,100.0,1061.5126569585532
2021-01-31,10.455202640067688,10.455202640067688,10.455202640067688,10.455202640067688,109.0,1139.617087767378
2021-02-01,10.592564908228676,10.592564908228676,10.592564908228676,10.592564908228676,97.0,1027.4787960981816
2021-02-02,10.407060976078506,10.407060976078506,10.407060976078506,10.407060976078506,80.0,832.5648780862805
2021-02-03,10.447991467392832,10.447991467392832,10.447991467392832,10.447991467392832,82.0,856.7353003262123
2021-02-04,10.149230609568738,10.149230609568738,10.149230609568738,10.149230609568738,106.0,1075.8184446142861
2021-02-05,9.955148996516161,9.955148996516161,9.955148996516161,9.955148996516161,96.0,955.6943036655515
2021-02-06,9.992509859734106,9.992509859734106,9.992509859734106,9.992509859734106,96.0,959.2809465344742
2021-02-07,10.111190886347218,10.111190886347218,10.111190886347218,10.111190886347218,98.0,990.8967068620274
2021-02-08,10.14527090010095,10.14527090010095,10.14527090010095,10.14527090010095,82.0,831.9122138082779
2021-02-09,10.13578786951163,10.13578786951163,10.13578786951163,10.13578786951163,96.0,973.0356354731164
2021-02-10,10.098117652028954,10.098117652028954,10.098117652028954,10.098117652028954,105.0,1060.3023534630402
2021-02-11,9.882241811002942,9.882241811002942,9.882241811002942,9.882241811002942,95.0,938.8129720452795
2021-02-12,9.783442486447646,9.783442486447646,9.783442486447646,9.783442486447646,115.0,1125.0958859414793
2021-02-13,9.723669746596109,9.723669746596109,9.723669746596109,9.723669746596109,112.0,1089.0510116187643
2021-02-14,9.885635293536474,9.885635293536474,9.885635293536474,9.885635293536474,86.0,850.1646352441368
2021-02-15,9.944497078134244,9.944497078134244,9.944497078134244,9.944497078134244,81.0,805.5042633288738
2021-02-16,9.68946446069218,9.68946446069218,9.68946446069218,9.68946446069218,86.0,833.2939436195276
2021-02-17,9.7443190338167,9.7443190338167,9.7443190338167,9.7443190338167,96.0,935.4546272464031
2021-02-18,9.695829020124059,9.695829020124059,9.695829020124059,9.695829020124059,98.0,950.1912439721577
2021-02-19,9.605135883716255,9.605135883716255,9.605135883716255,9.605135883716255,74.0,710.7800553950028
2021-02-20,9.700948500490686,9.700948500490686,9.700948500490686,9.700948500490686,100.0,970.0948500490686
2021-02-21,9.858734358367533,9.858734358367533,9.858734358367533,9.858734358367533,106.0,1045.0258419869585
2021-02-22,10.00433999546816,10.00433999546816,10.00433999546816,10.00433999546816,112.0,1120.4860794924339
2021-02-23,9.886406205977424,9.886406205977424,9.886406205977424,9.886406205977424,97.0,958.9814019798101
2021-02-24,9.8484603436685,9.8484603436685,9.8484603436685,9.8484603436685,92.0,906.0583516175019
2021-02-25,9.905275633455718,9.905275633455718,9.905275633455718,9.905275633455718,109.0,1079.6750440466733
2021-02-26,10.058145504617807,10.058145504617807,10.058145504617807,10.058145504617807,110.0,1106.3960055079588
2021-02-27,9.993897957926817,9.993897957926817,9.993897957926817,9.993897957926817,98.0,979.4019998768281
2021-02-28,9.97406122327689,9.97406122327689,9.97406122327689,9.97406122327689,102.0,1017.3542447742427
2021-03-01,9.816520680792681,9.816520680792681,9.816520680792681,9.816520680792681,102.0,1001.2851094408535
2021-03-02,9.64823509138048,9.64823509138048,9.64823509138048,9.64823509138048,104.0,1003.4164495035699
2021-03-03,9.773545281737732,9.773545281737732,9.773545281737732,9.773545281737732,88.0,860.0719847929204
2021-03-04,9.980193217945256,9.980193217945256,9.980193217945256,9.980193217945256,95.0,948.1183557047993
2021-03-05,9.97739724861432,9.97739724861432,9.97739724861432,9.97739724861432,104.0,1037.6493138558892
2021-03-06,10.13556886202804,10.13556886202804,10.13556886202804,10.13556886202804,82.0,831.1166466862992
2021-03-07,10.198658119640566,10.198658119640566,10.198658119640566,10.198658119640566,95.0,968.8725213658538
2021-03-08,10.108126708784617,10.108126708784617,10.108126708784617,10.108126708784617,104.0,1051.2451777136002
2021-03-09,10.1710086987388,10.1710086987388,10.1710086987388,10.1710086987388,99.0,1006.9298611751412
2021-03-10,10.413796255145346,10.413796255145346,10.413796255145346,10.413796255145346,89.0,926.8278667079359
2021-03-11,10.416531016070664,10.416531016070664,10.416531016070664,10.416531016070664,130.0,1354.1490320891862
2021-03-12,10.669336628431793,10.669336628431793,10.669336628431793,10.669336628431793,77.0,821.5389203892481
2021-03-13,10.258607961791245,10.258607961791245,10.258607961791245,10.258607961791245,98.0,1005.3435802555421
2021-03-14,10.393288481788675,10.393288481788675,10.393288481788675,10.393288481788675,101.0,1049.7221366606561
2021-03-15,10.415173691949503,10.415173691949503,10.415173691949503,10.415173691949503,117.0,1218.575321958092
2021-03-16,10.376792628548989,10.376792628548989,10.376792628548989,10.376792628548989,126.0,1307.4758711971726
2021-03-17,10.39937680089498,10.39937680089498,10.39937680089498,10.39937680089498,116.0,1206.3277089038177
2021-03-18,10.09765413142549,10.09765413142549,10.09765413142549,10.09765413142549,97.0,979.4724507482725
2021-03-19,10.072459693543923,10.072459693543923,10.072459693543923,10.072459693543923,96.0,966.9561305802166
2021-03-20,10.134472691037907,10.134472691037907,10.134472691037907,10.134472691037907,89.0,901.9680695023737
2021-03-21,10.367245421740943,10.367245421740943,10.367245421740943,10.367245421740943,103.0,1067.826278439317
2021-03-22,10.294943699864003,10.294943699864003,10.294943699864003,10.294943699864003,113.0,1163.3286380846323
2021-03-23,10.178328712971611,10.178328712971611,10.178328712971611,10.178328712971611,95.0,966.9412277323031
2021-03-24,10.109865654087205,10.109865654087205,10.109865654087205,10.109865654087205,91.0,919.9977745219356
2021-03-25,10.256772433052,10.256772433052,10.256772433052,10.256772433052,97.0,994.9069260060439
2021-03-26,10.31555673078183,10.31555673078183,10.31555673078183,10.31555673078183,97.0,1000.6090028858375
2021-03-27,10.241837604631414,10.241837604631414,10.241837604631414,10.241837604631414,89.0,911.5235468121958
2021-03-28,10.328883100180514,10.328883100180514,10.328883100180514,10.328883100180514,105.0,1084.532725518954
2021-03-29,10.352186746543678,10.352186746543678,10.352186746543678,10.352186746543678,116.0,1200.8536625990666
2021-03-30,10.51088240343742,10.51088240343742,10.51088240343742,10.51088240343742,105.0,1103.642652360929
2021-03-31,10.408603146699457,10.408603146699457,10.408603146699457,10.408603146699457,92.0,957.59148949635
2021-04-01,10.365772450464839,10.365772450464839,10.365772450464839,10.365772450464839,103.0,1067.6745623978784
2021-04-02,10.31309751005511,10.31309751005511,10.31309751005511,10.31309751005511,108.0,1113.8145310859518
2021-04-03,10.094947402550508,10.094947402550508,10.094947402550508,10.094947402550508,114.0,1150.824003890758
2021-04-04,10.147863139799481,10.147863139799481,10.147863139799481,10.147863139799481,110.0,1116.264945377943
2021-04-05,10.19571872792139,10.19571872792139,10.19571872792139,10.19571872792139,110.0,1121.529060071353
2021-04-06,10.204657333388537,10.204657333388537,10.204657333388537,10.204657333388537,89.0,908.2145026715798
