timestamps,open,high,low,close
2021-01-01,10.0,10.0,10.0,10.0
2021-01-02,10.099342830602247,10.099342830602247,10.099342830602247,10.099342830602247
2021-01-03,10.071415259027017,10.071415259027017,10.071415259027017,10.071415259027017
2021-01-04,10.2018780635415,10.2018780635415,10.2018780635415,10.2018780635415
2021-01-05,10.512633361185655,10.512633361185655,10.512633361185655,10.512633361185655
2021-01-06,10.46340198961064,10.46340198961064,10.46340198961064,10.46340198961064
2021-01-07,10.41440460758697,10.41440460758697,10.41440460758697,10.41440460758697
2021-01-08,10.743335832030581,10.743335832030581,10.743335832030581,10.743335832030581
2021-01-09,10.908232012519644,10.908232012519644,10.908232012519644,10.908232012519644
2021-01-10,10.80580930200537,10.80580930200537,10.80580930200537,10.80580930200537
2021-01-11,10.923065309322922,10.923065309322922,10.923065309322922,10.923065309322922
2021-01-12,10.821826474841197,10.821826474841197,10.821826474841197,10.821826474841197
2021-01-13,10.72102554329504,10.72102554329504,10.72102554329504,10.72102554329504
2021-01-14,10.772907217174502,10.772907217174502,10.772907217174502,10.772907217174502
2021-01-15,10.360675406051474,10.360675406051474,10.360675406051474,10.360675406051474
2021-01-16,10.003249130755925,10.003249130755925,10.003249130755925,10.003249130755925
2021-01-17,9.890755085993632,9.890755085993632,9.890755085993632,9.890755085993632
2021-01-18,9.690401794899625,9.690401794899625,9.690401794899625,9.690401794899625
2021-01-19,9.751305453216098,9.751305453216098,9.751305453216098,9.751305453216098
2021-01-20,9.574217050830468,9.574217050830468,9.574217050830468,9.574217050830468
2021-01-21,9.303783007264961,9.303783007264961,9.303783007264961,9.303783007264961
2021-01-22,9.576504569483186,9.576504569483186,9.576504569483186,9.576504569483186
2021-01-23,9.533261614017379,9.533261614017379,9.533261614017379,9.533261614017379
2021-01-24,9.546136894849678,9.546136894849678,9.546136894849678,9.546136894849678
2021-01-25,9.27412007032403,9.27412007032403,9.27412007032403,9.27412007032403
2021-01-26,9.173146655294895,9.173146655294895,9.173146655294895,9.173146655294895
2021-01-27,9.193496838950768,9.193496838950768,9.193496838950768,9.193496838950768
2021-01-28,8.981863722637076,8.981863722637076,8.981863722637076,8.981863722637076
2021-01-29,9.049353090669989,9.049353090669989,9.049353090669989,9.049353090669989
2021-01-30,8.940645258970134,8.940645258970134,8.940645258970134,8.940645258970134
2021-01-31,8.888486652146925,8.888486652146925,8.888486652146925,8.888486652146925
2021-02-01,8.781521428320735,8.781521428320735,8.781521428320735,8.781521428320735
2021-02-02,9.106837839690261,9.106837839690261,9.106837839690261,9.106837839690261
2021-02-03,9.104379498950776,9.104379498950776,9.104379498950776,9.104379498950776
2021-02-04,8.91178346500273,8.91178346500273,8.91178346500273,8.91178346500273
2021-02-05,9.058390307940796,9.058390307940796,9.058390307940796,9.058390307940796
2021-02-06,8.837212742212625,8.837212742212625,8.837212742212625,8.837212742212625
2021-02-07,8.874128182675832,8.874128182675832,8.874128182675832,8.874128182675832
2021-02-08,8.526320905174446,8.526320905174446,8.526320905174446,8.526320905174446
2021-02-09,8.29983009568077,8.29983009568077,8.29983009568077,8.29983009568077
2021-02-10,8.33250839188356,8.33250839188356,8.33250839188356,8.33250839188356
2021-02-11,8.455573971382305,8.455573971382305,8.455573971382305,8.455573971382305
2021-02-12,8.484554314941313,8.484554314941313,8.484554314941313,8.484554314941313
2021-02-13,8.464929832274258,8.464929832274258,8.464929832274258,8.464929832274258
2021-02-14,8.413953399166223,8.413953399166223,8.413953399166223,8.413953399166223
2021-02-15,8.165149096634343,8.165149096634343,8.165149096634343,8.165149096634343
2021-02-16,8.047596390876512,8.047596390876512,8.047596390876512,8.047596390876512
2021-02-17,7.973455692663037,7.973455692663037,7.973455692663037,7.973455692663037
2021-02-18,8.142034037312754,8.142034037312754,8.142034037312754,8.142034037312754
2021-02-19,8.197989073502946,8.197989073502946,8.197989073502946,8.197989073502946
2021-02-20,7.908921394906733,7.908921394906733,7.908921394906733,7.908921394906733
2021-02-21,7.960184487692589,7.960184487692589,7.960184487692589,7.960184487692589
2021-02-22,7.898877967791485,7.898877967791485,7.898877967791485,7.898877967791485
2021-02-23,7.791939482308884,7.791939482308884,7.791939482308884,7.791939482308884
2021-02-24,7.8872623748171105,7.8872623748171105,7.8872623748171105,7.8872623748171105
2021-02-25,8.049897649661844,8.049897649661844,8.049897649661844,8.049897649661844
2021-02-26,8.19983184250285,8.19983184250285,8.19983184250285,8.19983184250285
2021-02-27,8.062202991108702,8.062202991108702,8.062202991108702,8.062202991108702
2021-02-28,8.012344332279191,8.012344332279191,8.012344332279191,8.012344332279191
2021-03-01,8.065428265821145,8.065428265821145,8.065428265821145,8.065428265821145
2021-03-02,8.222792050678681,8.222792050678681,8.222792050678681,8.222792050678681
2021-03-03,8.143989048401796,8.143989048401796,8.143989048401796,8.143989048401796
2021-03-04,8.113748954948043,8.113748954948043,8.113748954948043,8.113748954948043
2021-03-05,7.934218470164765,7.934218470164765,7.934218470164765,7.934218470164765
2021-03-06,7.744399176346479,7.744399176346479,7.744399176346479,7.744399176346479
2021-03-07,7.870249662540676,7.870249662540676,7.870249662540676,7.870249662540676
